anio,mes,lugar_venta,tamanio,sabor,origen,codigo_por_sabor,producto,total_venta
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,15848.161090000001
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.1599999999999999e-13
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-1.77e-14
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-1.5399999999999997e-13
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,19464.27103
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-6.33e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2.11342
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,219858.7396
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,131603.7536
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-6.89e-11
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.500528
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.17e-12
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1208.876526
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1.3900000000000001e-15
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,11705.651759999999
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-3.89e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.51e-13
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-1.54e-10
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,9.26e-14
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-1.22e-15
2019,Feb,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,25.92468
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,336.305838
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,275292.7588
2019,Feb,Mexico,Regular,Verde,Norte,206054370,Tamal mix,1.94e-15
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-1.94e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,44862.71646
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1186.0773900000002
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,5050.245259
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2.39e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-8.78e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6643.13161
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.15e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.98e-13
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,30381.256810000003
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,31727.53095
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.34e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,19762.64212
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.25e-16
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.0
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,93900.25228
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-8.029999999999998e-11
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1.9600000000000002e-13
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,4529.411909
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-2.31e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.12e-13
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.496654
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,967.536168
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1.25e-13
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,81579.16485
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-4.830000000000001e-13
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,10898.90694
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.72e-13
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,77533.72713
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,688.7108400000001
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.8100000000000002e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1701.5672399999999
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,8308.402045
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-1.2e-14
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,7.77e-16
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,16197.08196
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-1.8100000000000002e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.8000000000000002e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.3300000000000001e-13
2019,Feb,Mexico,Regular,Verde,Norte,206054370,Tamal mix,6.110000000000001e-16
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1710.6019199999998
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,5185.98167
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,4118.527225
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-2.8500000000000002e-11
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,169759.2347
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-5.5e-12
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.0
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,2.0600000000000003e-13
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1.91e-13
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.0
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1.6299999999999997e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.48e-11
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,51041.355410000004
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-1.23e-11
2019,Feb,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,1359.172736
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,93456.87628
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1.55e-12
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1784.1616559999998
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,350.82772
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,8905.426895999999
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,150663.9686
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,52428.35175
2019,Feb,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,83.69143199999999
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-73.67347600000001
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13781.8437
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2529.36134
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,15976.137709999999
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.32e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-350.259608
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5765.495393
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,8.35e-13
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,215.829278
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1757.7866329999997
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,444.853353
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,9.52e-15
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.4e-13
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,219.936569
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-32.205211
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-6.492430000000001
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2463.513704
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2959.79148
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3445.212288
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.76e-13
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5.86e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-24.364363
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,92.129427
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,46914.75387
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-442.836267
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,6626.742082
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13.948572
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2856.964704
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.3e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2644.267748
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,46.49524
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,903.4876199999999
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1075.026292
2019,Feb,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,91.084358
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.9399999999999998e-13
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4.41e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-150.810001
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,8798.590144
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-6.490000000000001e-13
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,39403.66876
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,20842.01725
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-973.907704
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.9900000000000002e-12
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-8.86e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,6818.94963
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-59.19604399999999
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-8.31e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.07e-12
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.9900000000000002e-12
2019,Feb,Mexico,Regular,Verde,E. Privados,206054370,Tamal mix,933.5477279999999
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3283.398714
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3710.517781
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.804156
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,26688.690440000002
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13411.65992
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.65e-12
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2671.363512
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-500.22146100000003
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.8000000000000002e-16
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,0.0
2019,Feb,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,-7.63e-17
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.38e-12
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,53.363643999999994
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1e-13
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,315.252115
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13026.06417
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.57e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-2.75e-12
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-6.56e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,0.0
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1800.634162
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1645.6587650000001
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.4199999999999998e-12
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.01e-15
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,44456.31805
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,4.931227
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-337.969513
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.33e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,63.240711
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.57e-12
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,769.2916339999999
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,5.61e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,6.472364
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,4.226841
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-2.78e-17
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3.1e-15
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,6.66e-16
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,760.767696
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.6e-13
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-425.082088
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1229.870404
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,33618.17194
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,7786.684648
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,19162.16781
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-2.02e-13
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.6e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2499.295144
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2068.027191
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.536104
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-4.46e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2346.442067
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,9.310000000000001e-16
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-118.43295900000001
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,0.0
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-8.33e-12
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.8600000000000004e-13
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,3387.9859869999996
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-4.04e-13
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,5.13e-16
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-4.17e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-3.35e-14
2019,Feb,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,2950.33432
2019,Feb,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,5.070000000000001e-16
2019,Feb,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,-6.81e-17
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,13317.74885
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,9620.801517
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,14786.231109999999
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1.11e-16
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,21220.19166
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.8e-12
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1647.901719
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,71.85628
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-8.5e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,151.504327
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-1.89e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1987.143177
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-2.5e-16
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,2.86e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-3.77e-15
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,520.89706
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,-24.944176000000002
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1837.9726660000001
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,4.44e-16
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,10789.27197
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5941.095121
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,5.33e-11
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,2.18e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.5499999999999996e-12
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-6.43e-14
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-3.05e-16
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-2.62e-15
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,14459.42052
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-1.43e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,66194.6036
2019,Feb,Mexico,Regular,Mole,E. Privados,206051447,Tamal mix,1.0699999999999999e-13
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,5.019387999999999
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,11546.5383
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-5.62e-14
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1061.3620349999999
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,1.1623809999999999
2019,Feb,Mexico,Regular,Cajeta,E. Privados,ABYT055818,Atole mix,2.3599919999999996
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3079.271022
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,3.3e-13
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,-4.44e-16
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,10559.70303
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,105063.3957
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,18691.08648
2019,Feb,Mexico,Regular,Dulce,E. Privados,206050084,Tamal mix,1348.362279
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,442.042922
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,27532.22943
2019,Feb,Mexico,Regular,Arroz,E. Privados,ABYT057271,Atole mix,438.048558
